set_id,sent,pos,dict_text,wn-pos,PosScore,NegScore,SynsetTerms,Gloss
516,NULL,JJ,sly,NULL,NULL,NULL,NULL,NULL
517,p,VB,fuck,v,0.375,0.125,sleep_with#1 sleep_together#1 screw#1 roll_in_the_hay#1 make_out#6 make_love#1 love#4 lie_with#1 know#8 jazz#2 hump#2 have_sex#1 have_it_off#1 have_it_away#1 have_intercourse#1 have_a_go_at_it#1 get_laid#1 get_it_on#1 fuck#1 eff#1 do_it#1 bonk#1 bed#4 be_intimate#1 bang#5,"have sexual intercourse with; ""This student sleeps with everyone in her dorm""; ""Adam knew Eve""; ""Were you ever intimate with this man?"""
517,z,PPO,it,n,0,0,it#1 information_technology#1,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
518,NULL,NNP,hilary,NULL,NULL,NULL,NULL,NULL
519,z,NN,brandy,n,0,0,brandy#1,distilled from wine or fermented fruit juice
520,p,NN,cheer,n,0.125,0,cheer#1,a cry or shout of approval
521,z,NN,magnet,n,0,0,magnet#1,(physics) a device that attracts iron and produces a magnetic field
522,NULL,NP,vol,NULL,NULL,NULL,NULL,NULL
522,NULL,VB,com,NULL,NULL,NULL,NULL,NULL
523,NULL,NNP,petey,NULL,NULL,NULL,NULL,NULL
524,NULL,NN,loka,NULL,NULL,NULL,NULL,NULL
525,NULL,VB,brun,NULL,NULL,NULL,NULL,NULL
525,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
525,NULL,NN,nha,NULL,NULL,NULL,NULL,NULL
526,NULL,NN,kiki,NULL,NULL,NULL,NULL,NULL
527,n,NNS,whores,n,0,0.25,working_girl#2 woman_of_the_street#1 whore#1 tart#1 sporting_lady#1 prostitute#1 lady_of_pleasure#1 harlot#1 fancy_woman#1 cyprian#1 cocotte#1 bawd#1,a woman who engages in sexual intercourse for money
527,z,IN,in,n,0,0,inch#1 in#1,a unit of length equal to one twelfth of a foot
528,z,NN,kit,n,0,0,kit#1,a case for containing a set of articles
528,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
529,NULL,NNP,wat,NULL,NULL,NULL,NULL,NULL
529,z,RB,ever,r,0,0,of_all_time#1 ever#1,"at any time; ""did you ever smoke?""; ""the best con man of all time"""
530,z,NN,password,n,0,0,word#9 watchword#2 password#1 parole#2 countersign#1,"a secret word or phrase known only to a restricted group; ""he forgot the password"""
531,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
531,z,NN,rod,n,0,0,rod#1,a long thin implement made of metal or wood
532,NULL,NNP,ryan,NULL,NULL,NULL,NULL,NULL
533,NULL,NNP,linda,NULL,NULL,NULL,NULL,NULL
533,NULL,JJ,petty,NULL,NULL,NULL,NULL,NULL
534,z,NN,grandma,n,0,0,nanna#1 nan#2 granny#1 grannie#1 grandmother#1 grandma#1 gran#1,the mother of your father or mother
535,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
535,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
535,p,NNS,boys,n,0.25,0,male_child#1 boy#1,"a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"""
536,NULL,NNP,alexis,NULL,NULL,NULL,NULL,NULL
537,z,NN,ant,n,0,0,pismire#1 emmet#1 ant#1,social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wingless sterile females are the workers
538,z,JJ,hot,a,0,0,hot#1,"used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning; ""hot stove""; ""hot water""; ""a hot August day""; ""a hot stuffy room""; ""she's hot and tired""; ""a hot forehead"""
538,z,NN,tay,n,0,0,tay#1,a branch of the Tai languages
539,NULL,NNP,nessa,NULL,NULL,NULL,NULL,NULL
540,NULL,NNP,jenn,NULL,NULL,NULL,NULL,NULL
541,n,JJ,junior,a,0,0.75,junior#1,younger; lower in rank; shorter in length of tenure or service
542,p,VBN,broken,v,0.25,0.125,interrupt#4 break#1,"terminate; ""She interrupted her pregnancy""; ""break a lucky streak""; ""break the cycle of poverty"""
543,NULL,NNP,kathleen,NULL,NULL,NULL,NULL,NULL
544,z,NN,hall,n,0,0,hallway#1 hall#1,"an interior passage or corridor onto which rooms open; ""the elevators were at the end of the hall"""
544,n,NNP,ed,n,0,0.5,male_erecticle_dysfunction#1 erectile_dysfunction#1 ed#1,impotence resulting from a man's inability to have or maintain an erection of his penis
545,z,NN,cobalt,n,0,0,cobalt#1 co#2 atomic_number_27#1,a hard ferromagnetic silver-white bivalent or trivalent metallic element; a trace element in plant and animal nutrition
546,z,NNS,hearts,n,0,0,hearts#1 black_maria#2,a form of whist in which players avoid winning tricks containing hearts or the queen of spades
547,z,VB,sow,v,0,0,sow#1 seed#4,"place (seeds) in or on the ground for future growth; ""She sowed sunflower seeds"""
547,n,NN,hat,n,0,0.25,lid#3 hat#1 chapeau#1,headdress that protects the head from bad weather; has shaped crown and usually a brim
548,p,NNP,ben,n,0.125,0,ben#1,"a mountain or tall hill; ""they were climbing the ben"""
549,NULL,NNP,lil,NULL,NULL,NULL,NULL,NULL
549,z,NN,kidd,n,0,0,william_kidd#1 kidd#1 captain_kidd#1,Scottish sea captain who was hired to protect British shipping in the Indian Ocean and then was accused of piracy and hanged (1645-1701)
550,z,VBD,lit,v,0,0,light_up#2 light#1 illumine#1 illuminate#1 illume#1,"make lighter or brighter; ""This lamp lightens the room a bit"""
550,z,NN,crew,n,0,0,crew#1,"the men and women who man a vehicle (ship, aircraft, etc.)"
551,z,NN,aloe,n,0,0,aloe#1,succulent plants having rosettes of leaves usually with fiber like hemp and spikes of showy flowers; found chiefly in Africa
551,NULL,NNP,vera,NULL,NULL,NULL,NULL,NULL
552,z,JJ,alcoholic,a,0,0,alcoholic#1,"characteristic of or containing alcohol; ""alcoholic drinks"""
553,z,NN,flamen,n,0,0,flamen#1,a priest who served a particular deity in ancient Rome
553,z,VB,go,v,0,0,travel#1 move#1 locomote#1 go#1,"change location; move, travel, or proceed, also metaphorically; ""How fast does your new car go?""; ""We travelled from Rome to Naples by bus""; ""The policemen went from door to door looking for the suspect""; ""The soldiers moved towards the city in an attempt to take it before night fell""; ""news travelled fast"""
554,NULL,NNP,jackie,NULL,NULL,NULL,NULL,NULL
555,NULL,NNP,francis,NULL,NULL,NULL,NULL,NULL
556,NULL,NNP,kimberly,NULL,NULL,NULL,NULL,NULL
557,NULL,NP,quale,NULL,NULL,NULL,NULL,NULL
558,NULL,NP,preppy,NULL,NULL,NULL,NULL,NULL
559,z,NNS,comets,n,0,0,comet#1,(astronomy) a relatively small extraterrestrial body consisting of a frozen mass that travels around the sun in a highly elliptical orbit
560,z,JJ,jordanian,a,0,0,jordanian#1,"of or relating to or characteristic of Jordan or its people; ""Jordanian archeological sites"""
561,n,NN,harm,n,0,0.625,trauma#1 injury#1 hurt#1 harm#1,any physical damage to the body caused by violence or accident or fracture etc.
561,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
562,z,NN,sunshine,n,0,0,sunshine#1 sunlight#1 sun#2,"the rays of the sun; ""the shingles were weathered by the sun and wind"""
563,z,NN,whale,n,0,0,whale#1 hulk#1 heavyweight#4 giant#4,a very large person; impressive in size or qualities
564,NULL,RB,killy,NULL,NULL,NULL,NULL,NULL
564,NULL,PPL,ourself,NULL,NULL,NULL,NULL,NULL
565,NULL,NNP,ryan,NULL,NULL,NULL,NULL,NULL
566,z,NNP,june,n,0,0,june#1,the month following May and preceding July
567,z,NN,january,n,0,0,january#1 jan#1,the first month of the year; begins 10 days after the winter solstice
568,z,NN,princess,n,0,0,princess#1,a female member of a royal family other than the queen (especially the daughter of a sovereign)
569,z,NN,ember,n,0,0,ember#1 coal#2,a hot fragment of wood or coal that is left from a fire and is glowing or smoldering
570,z,PPO,em,n,0,0,mutton_quad#1 em_quad#1 em#1,"a quad with a square body; ""since `em quad' is hard to distinguish from `en quad', printers sometimes called it a `mutton quad'"""
570,z,IN,in,n,0,0,inch#1 in#1,a unit of length equal to one twelfth of a foot
570,z,PPO,em,n,0,0,mutton_quad#1 em_quad#1 em#1,"a quad with a square body; ""since `em quad' is hard to distinguish from `en quad', printers sometimes called it a `mutton quad'"""
571,z,NN,soccer,n,0,0,soccer#1 association_football#1,a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal
572,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
572,NULL,NNP,chris,NULL,NULL,NULL,NULL,NULL
573,z,NN,Virgo,n,0,0,virgo#1 virgin#2,(astrology) a person who is born while the sun is in Virgo
573,NULL,NN-NC,eva,NULL,NULL,NULL,NULL,NULL
574,NULL,KK,Dr,NULL,NULL,NULL,NULL,NULL
574,z,NN,life,n,0,0,life#1,"a characteristic state or mode of living; ""social life""; ""city life""; ""real life"""
575,z,NN,sailboat,n,0,0,sailing_boat#1 sailboat#1,a small sailing vessel; usually with a single mast
576,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
577,z,NN,sex,n,0,0,sexual_practice#1 sexual_activity#1 sex_activity#1 sex#1,"activities associated with sexual intercourse; ""they had sex in the back seat"""
577,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
578,z,NN,desk,n,0,0,desk#1,a piece of furniture with a writing surface and usually drawers or other compartments
578,z,NN,jet,n,0,0,jet_plane#1 jet-propelled_plane#1 jet#1,an airplane powered by one or more jet engines
579,z,NNP,griffin,n,0,0,gryphon#1 griffon#1 griffin#1,winged monster with the head of an eagle and the body of a lion
580,z,VB,suck,v,0,0,suck#1,"draw into the mouth by creating a practical vacuum in the mouth; ""suck the poison from the place where the snake bit""; ""suck on a straw""; ""the baby sucked on the mother's breast"""
580,z,PPO,it,n,0,0,it#1 information_technology#1,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
581,z,NNP,daisy,n,0,0,daisy#1,any of numerous composite plants having flower heads with well-developed ray flowers usually arranged in a single whorl
582,z,PPO,me,n,0,0,pine_tree_state#1 me#1 maine#1,a state in New England
582,z,PPO,me,n,0,0,pine_tree_state#1 me#1 maine#1,a state in New England
583,n,NN,number,n,0,0.375,number#1 figure#9,"the property possessed by a sum or total or indefinite quantity of units or individuals; ""he had a number of chores to do""; ""the number of parameters is small""; ""the figure was about a thousand"""
584,z,NN,farm,n,0,0,farm#1,"workplace consisting of farm buildings and cultivated land as a unit; ""it takes several people to work the farm"""
584,z,NN,club,n,0,0,nine#2 club#1 baseball_club#1 ball_club#1,"a team of professional baseball players who play and travel together; ""each club played six home games with teams in its own division"""
585,n,JJ,bad,a,0,0.625,bad#1,"having undesirable or negative qualities; ""a bad report card""; ""his sloppy appearance made a bad impression""; ""a bad little boy""; ""clothes in bad shape""; ""a bad cut""; ""bad luck""; ""the news was very bad""; ""the reviews were bad""; ""the pay is bad""; ""it was a bad light for reading""; ""the movie was a bad choice"""
585,NULL,NNP,erna,NULL,NULL,NULL,NULL,NULL
585,z,DO,do,v,0,0,make#1 do#1,"engage in; ""make love, not war""; ""make an effort""; ""do research""; ""do nothing""; ""make revolution"""
586,z,NN,ic,n,0,0,united_states_intelligence_community#1 national_intelligence_community#1 intelligence_community#1 ic#1,a group of government agencies and organizations that carry out intelligence activities for the United States government; headed by the Director of Central Intelligence
587,NULL,NNP,tiffy,NULL,NULL,NULL,NULL,NULL
587,z,VBZ,digs,v,0,0,turn_over#4 dig#1 delve#1 cut_into#1,"turn up, loosen, or remove earth; ""Dig we must""; ""turn over the soil for aeration"""
588,z,NN-HL,clock,n,0,0,clock#1,a timepiece that shows the time of day
589,NULL,NP,brennan,NULL,NULL,NULL,NULL,NULL
590,NULL,NNP,sammy,NULL,NULL,NULL,NULL,NULL
591,p,NNP,vanessa,n,0.125,0,vanessa#1 genus_vanessa#1,painted beauty and red admiral
592,NULL,NNP,shelby,NULL,NULL,NULL,NULL,NULL
593,z,NN,gum,n,0,0,gum#1 chewing_gum#1,a preparation (usually made of sweetened chicle) for chewing
593,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
593,NULL,NP,sie,NULL,NULL,NULL,NULL,NULL
594,z,NN,finger,n,0,0,finger#1,"any of the terminal members of the hand (sometimes excepting the thumb); ""her fingers were long and thin"""
595,z,NN,sugar,n,0,0,sugar#1 refined_sugar#1,a white crystalline carbohydrate used as a sweetener and preservative
595,z,NN,pie,n,0,0,pie#1,dish baked in pastry-lined pan often with a pastry top
596,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
596,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
596,NULL,PPSS,you,NULL,NULL,NULL,NULL,NULL
597,NULL,JJ,chubby,NULL,NULL,NULL,NULL,NULL
598,z,NN,ism,n,0,0,school_of_thought#1 philosophy#1 philosophical_system#1 ism#1 doctrine#1,a belief (or system of beliefs) accepted as authoritative by some group or school
599,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
599,NULL,PPSS,you,NULL,NULL,NULL,NULL,NULL
600,z,NN,clarinet,n,0,0,clarinet#1,a single-reed instrument with a straight tube
601,z,NP,Russia,n,0,0,ussr#1 union_of_soviet_socialist_republics#1 soviet_union#1 russia#1,a former communist country in eastern Europe and northern Asia; established in 1922; included Russia and 14 other soviet socialist republics (Ukraine and Byelorussia and others); officially dissolved 31 December 1991
602,NULL,KK,Dr,NULL,NULL,NULL,NULL,NULL
603,NULL,NNS,mys,NULL,NULL,NULL,NULL,NULL
603,z,NN,pace,n,0,0,pace#1 gait#1,the rate of moving (especially walking or running)
604,z,NN,finch,n,0,0,finch#1,any of numerous small songbirds with short stout bills adapted for crushing seeds
605,NULL,VB,pur,NULL,NULL,NULL,NULL,NULL
605,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
605,NULL,VB,pur,NULL,NULL,NULL,NULL,NULL
605,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
606,NULL,NNP,nicky,NULL,NULL,NULL,NULL,NULL
607,z,NNP,jenny,n,0,0,william_le_baron_jenny#1 jenny#1,United States architect who designed the first skyscraper in which a metal skeleton was used (1832-1907)
608,NULL,NN,fest,NULL,NULL,NULL,NULL,NULL
609,NULL,KK,Mich,NULL,NULL,NULL,NULL,NULL
610,z,NN,dancer,n,0,0,terpsichorean#1 professional_dancer#1 dancer#1,a performer who dances professionally
611,z,NNP,dick,n,0,0,hawkshaw#1 gumshoe#1 dick#1,someone who is a detective
612,NULL,KK,shood,NULL,NULL,NULL,NULL,NULL
612,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
